Company Name,Published Date,Location,Skills Required,Job Description,Apply link
CRIMSON INTERACTIVE PVT LTD,Posted few days ago,Mumbai,"Engineering,Nodejs,Python,","About the Role:Ownership of the team and product you'll be working withCreate B2C product which would touch lives of millions of usersImprove on current architecture ,  and bu... More Details
",https://www.timesjobs.com/job-detail/engineering-manager-python-golang-nodejs-crimson-interactive-pvt-ltd-mumbai-8-to-11-yrs-jobid-6odMnR5cVjpzpSvf__PLUS__uAgZw==&source=srp
NTT Data Vertex Software Inc.,Posted today,Bengaluru / Bangalore,"Pythonprogramming,Cloudcomputing,Securityarchitecture,Cloudsecurity,Communicationskills,Technologyconsulting","Python ,  Cloud Computing - Cloud AdministratorDate: Mar 4 ,  2024Location: Bangalore ,  KA ,  INCompany: NTT DATA ServicesReq ID: 271399NTT DATA Services strives to hire exce... More Details
",https://www.timesjobs.com/job-detail/python-cloud-computing-cloud-administrator-ntt-data-vertex-software-inc-bengaluru-bangalore-1-to-6-yrs-jobid-1r41w7__SLASH__62tRzpSvf__PLUS__uAgZw==&source=srp
DC Consultants,Posted today,"Mumbai,  Navi Mumbai","**Pythondevelopment,Webframeworks,Numpy/Pandas,Mongodb,Awsservices**,Clientserver,Security,Telecom","### Python Developer - Vashi ,  Navi Mumbai**Opening:** 1 Nos.**Job ID:** 78819**Employment Type:** Full Time**Work Experience:** 4.0 Year ( s )  To 6.0 Year ( s ) **CTC Salar... More Details
",https://www.timesjobs.com/job-detail/python-developer-vashi-navi-mumbai-dc-consultants-mumbai-navi-mumbai-4-to-6-yrs-jobid-h__SLASH__wy7pXCujRzpSvf__PLUS__uAgZw==&source=srp
Tessolve Semiconductor Pvt. Ltd.,Posted today,Bengaluru / Bangalore,"Pythondev,Embeddedtesting,Testautomation,Buildsystemmanagement,Jenkins,Systemsoftware,Testengineering,Forms","Job Posted On: 04-03-2024 15:24:39Company: Group Tessolve Semiconductor Private LimitedDepartment: ServicesEmployee Type: Regular Employee - ConfirmedDesignation: System Softw... More Details
",https://www.timesjobs.com/job-detail/python-developer-embedded-testing-automation-tessolve-semiconductor-pvt-ltd-bengaluru-bangalore-3-to-4-yrs-jobid-0MAG9LNPdJRzpSvf__PLUS__uAgZw==&source=srp
Nextbizdoor,Posted few days ago,Noida/Greater Noida,"Python,Itcompany,Projectbasedtraining,Jobplacementsupport,Freshgraduate","Posted By on 2018-05-12 10:47 AM Company webtrackkerExperience Fresh Graduate - Fresh GraduateJob Specialization PythonAddress Address: Webtrackker Technology C- 67 ,  Sector-... More Details
",https://www.timesjobs.com/job-detail/python-training-institute-in-noida-nextbizdoor-com-nextbizdoor-noida-greater-noida-0-to-3-yrs-jobid-LcrUvu0WZGdzpSvf__PLUS__uAgZw==&source=srp
AbsolutData Research & Analytics  ( P )  Ltd,Posted few days ago,Gurgaon,"Pythonprogramming,Endtoendsolutiondesign,Python,Mysql,Flask,Problemsolving,Infrastructure","Location: GurgaonEmployment Type: Full timeExperience: 3-6 yearsSummary of JobAbsolutdata is looking for smart and energetic individuals who love to dive into new and differen... More Details
",https://www.timesjobs.com/job-detail/senior-programmer-technical-lead-python-absolutdata-research-analytics-p-ltd-gurgaon-3-to-6-yrs-jobid-R3WbuRhYN35zpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted 4 days ago,Germany,"Css,Database,Postgresql,Debugging,Html,Mysql,Rest,San,Python,Javascript,Django,Forms","You must be based in Germany and be eligible for employment within the EU ,  as Veeva does not sponsor employment visa processes for this role.What You'll Do Build scalable we... More Details
",https://www.timesjobs.com/job-detail/veeva-systems-python-engineer-remote-veeva-systems-germany-3-to-6-yrs-jobid-B7916pRAqExzpSvf__PLUS__uAgZw==&source=srp
Pace Wisdom Solutions Pvt Ltd.,Posted few days ago,Bengaluru / Bangalore,"Python,Django,Webdevelopment,Sql,Leadership,Database,Security,Git,Debugging","Technical Skill: Python ,  DjangoLocation: BangaloreResponsibilities:Develop ,  test ,  and maintain high-quality web applications using Python and the Django framework.Lead a... More Details
",https://www.timesjobs.com/job-detail/python-django-3-5-years-pace-wisdom-solutions-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-kMrEr4y__SLASH__M1pzpSvf__PLUS__uAgZw==&source=srp
ushur technologies,Posted today,Bengaluru / Bangalore,"Pythonprogramming,Devops,Microservicedesign,Cloudnativeapplications,Strongcommunication,Fundamentals,Algorithms,Seniorsoftwareengineer,Sql,Linux,Api,Mongodb,Rest,Machinelearning,Nosql,Infrastructure","Senior Software Engineer  ( Python Programmer )  Bengaluru ,  KAEngineering  DevOps  /  Full Time  /  HybridUshur is transforming the way enterprises communicate and engage wi... More Details
",https://www.timesjobs.com/job-detail/senior-software-engineer-python-programmer-ushur-technologies-bengaluru-bangalore-5-to-8-yrs-jobid-71eakqhgduNzpSvf__PLUS__uAgZw==&source=srp
nextbrain technologies,Posted today,Bengaluru / Bangalore,"Djangofullstackdevelopment,Frontenddevelopment,Bugfixing,Heavytrafficwebsolutions,Lmstoolscustomization.,Python,Css,Bootstrap,Jquery,Postgresql","Qualification: Any DegreeExperience: 3  yearsNo. of Vacancy: 3ResponsibilitiesDevelops software solutions by studying information needs; conferring with users; studying system... More Details
",https://www.timesjobs.com/job-detail/python-with-angular-full-stack-developer-nextbrain-technologies-bengaluru-bangalore-3-to-9-yrs-jobid-NcrWEmh0y75zpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,Posted few days ago,Bengaluru / Bangalore,"Python,Automation,Programming,Webapplicationautomation,Testingmethodologies,Appium,Testmanagement,Qa,Selenium,Bugtracking,Jenkins","Hiring For Sr Python Automation Engineer Job Description Sr Python Automation Engineer Desired Profile Skills: Good programming experience  &  object-oriented concepts in PYTH... More Details
",https://www.timesjobs.com/job-detail/hiring-for-sr-python-automation-engineer-krazy-mantra-hr-solutions-bengaluru-bangalore-2-to-5-yrs-jobid-m8XWIS__PLUS__vlalzpSvf__PLUS__uAgZw==&source=srp
Allstate India,Posted today,Pune,"Pythonautomation,Apitesting,Softwarequality,Testautomation,Testplanning,Testcases,Sql,Qa,Java,Ui,Selenium,Writing,Linux,Softwarequalityengineer,Debugging,Automationtesting,Dataintegrity,Agile,Systemintegrationtesting,Sdlc","Python  & amp; API Automation TestingDate Opened: Feb 20 ,  2024Location: Pune ,  Maharashtra ,  INCompany: Allstate Insurance Company:Accountable Senior QA resource with havi... More Details
",https://www.timesjobs.com/job-detail/python-api-automation-testing-allstate-india-pune-8-to-12-yrs-jobid-2INOLPps4MtzpSvf__PLUS__uAgZw==&source=srp
Nutanix,Posted few days ago,Bengaluru / Bangalore,"Automationdevelopment,Teststrategizing,Mentorship,Python,Scalablesystems,Softwaretesting,Testcases,Exploratorytesting,Infrastructure,Writing,Jenkins,Producttesting","Member of Technical Staff - Python Automation Engineering - IndiaLocation: Bangalore ,  IndiaReq.Num.: 26029Hungry ,  Humble ,  Honest ,  with a Heart.the Opportunity:We are l... More Details
",https://www.timesjobs.com/job-detail/member-of-technical-staff-python-automation-nutanix-bengaluru-bangalore-2-to-5-yrs-jobid-lG3YHYWi__PLUS__pdzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,Posted few days ago,Bengaluru / Bangalore,"Azuredatafactory,Databricks,Sql,Nosql,Hadoop,Python,Storage,Bigdata","Hiring For Data Bricks with Python / PysparkData Bricks with Python / PysparkDesired ProfileSkills : Azure: Azure Data Factory ,  Azure Data Lake Storage ,  Databricks , Strea... More Details
",https://www.timesjobs.com/job-detail/hiring-for-data-bricks-with-python-pyspark-krazy-mantra-hr-solutions-bengaluru-bangalore-8-to-11-yrs-jobid-cv__SLASH__31l0aBMdzpSvf__PLUS__uAgZw==&source=srp
Mplussoft,Posted few days ago,,"Python,Teamplayer,Webprogramming,Javascript,Infrastructure,Html,Unix/Linux,Middleware","Attitude:Should be able to handle the development independently.Should be able to prioritize items so that they can do 1 item at a time.communication:Good oral communications ... More Details
",https://www.timesjobs.com/job-detail/python-developer-hr-contact-details-mplussoft-0-to-3-yrs-jobid-A0x01uTQKrRzpSvf__PLUS__uAgZw==&source=srp
Tessolve Semiconductor Pvt. Ltd.,Posted few days ago,Bengaluru / Bangalore,"Python,Java,Machinelearning,Statisticaltechniques,Awscloud,C#,Fundamentals,C,Softwareengineer,Forms","Job Posted On: 01-03-2024 18:56:15Company: Group Tessolve Semiconductor Private LimitedDepartment: ServicesEmployee Type: Regular Employee - ConfirmedDesignation: Sr. Software... More Details
",https://www.timesjobs.com/job-detail/python-java-machine-learning-scripts-tessolve-semiconductor-pvt-ltd-bengaluru-bangalore-4-to-6-yrs-jobid-bQVq1tzw4sNzpSvf__PLUS__uAgZw==&source=srp
Tessolve Semiconductor Pvt. Ltd.,Posted few days ago,Bengaluru / Bangalore,"Pythonprogramming,Javaprogramming,Nosqldatabase,Dataanalysis,Statisticaltechniques,C#,C,Softwareengineer,Forms","Job Posted On: 01-03-2024 18:27:26Company: Group Tessolve Semiconductor Private LimitedDepartment: ServicesEmployee Type: Regular Employee - ConfirmedDesignation: Sr. Software... More Details
",https://www.timesjobs.com/job-detail/python-java-nosql-data-analyst-tessolve-semiconductor-pvt-ltd-bengaluru-bangalore-3-to-4-yrs-jobid-veFZHCLtu41zpSvf__PLUS__uAgZw==&source=srp
Pace Wisdom Solutions Pvt Ltd.,Posted few days ago,Bengaluru / Bangalore,"Pythonflask,Postgresql,Sqlalchemy,Celery,Api,Fundamentals,Rest,Algorithms,Informationretrieval,Database,Security,Django,Datastructures,Mongodb","## **Technical Skill:** Python flask ,  PostgreSQL ,  Sqlalchemy ,  Celery ,  API ,  Django  **Location:** Bangalore  ### Responsibilities:- Write code that will impact the bu... More Details
",https://www.timesjobs.com/job-detail/python-flask-3-5-years-pace-wisdom-solutions-pvt-ltd-bengaluru-bangalore-4-to-10-yrs-jobid-J0iPKcDmNjtzpSvf__PLUS__uAgZw==&source=srp
infinity business solutions pvt ltd,Posted few days ago,Gurgaon,"Python,Django,Javascript,Mysql,React,Css,Html5,Javascriptdeveloper,Security,Git,Apache,Mysql,Softwareengineer,Python,Svn,Django","## **Posted on:** 20-Apr-2023**Position:** Python Django  & amp; JavaScript Developer**Location:** Gurgaon**Experience:** 3 - 5 Yrs### Hiring ,  Python Django  & amp; JavaScri... More Details
",https://www.timesjobs.com/job-detail/python-django-javascript-developer-infinity-business-solutions-pvt-ltd-gurgaon-3-to-5-yrs-jobid-epTKmCZefzZzpSvf__PLUS__uAgZw==&source=srp
Nutanix,Posted few days ago,Bengaluru / Bangalore,"Pythonautomation,Testautomation,Programming,Problemsolving,Operatingsystems,Storage,Productdelivery,Qa,Infrastructure,Writing","Job Title: Member of Technical Staff - Python AutomationDepartment: Computers / SoftwareLocation: Bangalore ,  IndiaReq.Num.: 25797Hungry ,  Humble ,  Honest ,  with a Heart.t... More Details
",https://www.timesjobs.com/job-detail/member-of-technical-staff-python-automation-nutanix-bengaluru-bangalore-3-to-6-yrs-jobid-jF7GuJ6gyE5zpSvf__PLUS__uAgZw==&source=srp
ajax media tech pvt ltd,Posted few days ago,Chennai,"Rest,Python,Database,Django,Linux,Softwareengineer,Webdevelopment,Javascript","SOFTWARE ENGINEER /  TECH-LEAD ( PYTHON )  Job Description Strong Python ,  and Linux experience ,  AWSDjangoREST APIsDatabase query languagesJavaScriptFull stack web developm... More Details
",https://www.timesjobs.com/job-detail/software-engineer-tech-lead-python-ajax-media-tech-pvt-ltd-chennai-1-to-6-yrs-jobid-dgalb7ry8SFzpSvf__PLUS__uAgZw==&source=srp
infinity business solutions pvt ltd,Posted few days ago,Gurgaon,"Aws,Python,Terraform,Datapipelines,Devops,Technicalspecialist,Database,Java,Devops,Api,Technicalskills,Bigdata,Cloudcomputing,Python,Oracle,Teamplayer,Problemsolving,Productionsupport,Infrastructure,Projectdelivery","# - **Posted on:** 15-Sep-2021- **Position:** DATA ENGINEER  - **Location:** Gurgaon- **Experience:** 6 - 9 Yrs## :### Hiring ,  Technical Specialist - Data Services ,  6 to 9... More Details
",https://www.timesjobs.com/job-detail/data-engineer-aws-python-terraform-infinity-business-solutions-pvt-ltd-gurgaon-6-to-9-yrs-jobid-XkFQoDM0E69zpSvf__PLUS__uAgZw==&source=srp
rxlogix corporation,Posted few days ago,Noida/Greater Noida,"Solutiondevelopment,Formdataextraction,Mlengineering,Scalablearchitectures,Endtoendsystemdesign,C,Sql,Dataextraction,Java,Imageprocessing,Python,Machinelearning,Django,Forms,Opencv","## - **Date:** 8th April 2022- **Location:** Noida ,  India- **Job Status:** Full Time### General Purpose:The Profile is to develop Solution which involves Form Data Extractio... More Details
",https://www.timesjobs.com/job-detail/senior-software-engineer-python-expert-rxlogix-corporation-noida-greater-noida-5-to-8-yrs-jobid-o4eq5gkuUIJzpSvf__PLUS__uAgZw==&source=srp
HyreFox Consultants,Posted a month ago,Jaipur,"Rest,Python,Os,Clientserver,Sql,Docker,Git,Django,Postgresql,Linux,Datastructures,Mysql","Roles And ResponsibilitiesEnd-to-end software development  ( requirements analysis ,  design ,  implementation ,  testing ,  deployment and support ) Competent in Python ,  RE... More Details
",https://www.timesjobs.com/job-detail/agm-dgm-technology-python-microservices-hyrefox-consultants-jaipur-0-to-3-yrs-jobid-1QBAcUbxJKRzpSvf__PLUS__uAgZw==&source=srp
ceredox technologies,Posted a month ago,Hyderabad/Secunderabad,"Python,Softwareengineering,Cybersecurity,Apiintegrations,Database,Nosql,Django,Projectdelivery,Mongodb","Senior Python Engineer ,  Hyderabad ,  IndiaJob Type: Full-TimeExperience Level: 10  yearsLoginsoft is looking for a highly skilled and experienced Senior Python Engineer resp... More Details
",https://www.timesjobs.com/job-detail/senior-python-engineer-hyderabad-india-ceredox-technologies-hyderabad-secunderabad-10-to-13-yrs-jobid-t2Q9sCvPj7pzpSvf__PLUS__uAgZw==&source=srp
Nutanix,Posted a month ago,Bengaluru / Bangalore,"Sdet,Automation,Engineer,Java,Python,C,Storage,Linux,Debugging,Perl,Windows,Infrastructure","SDET- Automation Engineer[Java , Python] Engineering - India Bangalore ,  India Req.Num.: 25452Hungry ,  Humble ,  Honest ,  with Heart.the OpportunityNutanix is a global lead... More Details
",https://www.timesjobs.com/job-detail/sdet-automation-engineer-java-python-nutanix-bengaluru-bangalore-2-to-6-yrs-jobid-f4Zkcoz8O0pzpSvf__PLUS__uAgZw==&source=srp
Nutanix,Posted a month ago,Bengaluru / Bangalore,"Pythonautomation,Testautomation,Programming,Problemsolving,Operatingsystems,Storage,Productdelivery,Qa,Infrastructure,Writing","Member of Technical Staff - Python Automation Computers / Software Bangalore ,  India Req.Num.: 25797Hungry ,  Humble ,  Honest ,  with a Heart. The Opportunity: Nutanix is a ... More Details
",https://www.timesjobs.com/job-detail/member-of-technical-staff-python-automation-nutanix-bengaluru-bangalore-3-to-6-yrs-jobid-__SLASH__x7O6HcbgalzpSvf__PLUS__uAgZw==&source=srp
"SAMPOORNA CONSULTANTS PVT LTD
     (More Jobs)",Posted few days ago,Chennai,Python,"Responsibilities: - Develop and maintain applications utilizing Python and OpenAI`s APIs. - Master prompt engineering to optimize interactions with large language models. - In... More Details
",https://www.timesjobs.com/job-detail/senior-python-developer-j47658-a-leading-firm-chennai-2-to-7-yrs-jobid-FI76b47FU8lzpSvf__PLUS__uAgZw==&source=srp
